text,sentiment,source
very poor service,negative,yelp
no one at the table thought the food was above average or worth the wait that we had for it,negative,yelp
best service and food ever maria our server was so good and friendly she made our day,positive,yelp
they were excellent,positive,yelp
i paid the bill but did not tip because i felt the server did a terrible job,negative,yelp
just had lunch here and had a great experience,positive,yelp
i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor,negative,yelp
food is way overpriced and portions are fucking small,negative,yelp
i recently tried caballero's and i have been back every week since,positive,yelp
for 40 bucks a head i really expect better food,negative,yelp
the food came out at a good pace,positive,yelp
i ate there twice on my last visit and especially enjoyed the salmon salad,positive,yelp
i won't be back,negative,yelp
we could not believe how dirty the oysters were,negative,yelp
this place deserves no stars,negative,yelp
i would not recommend this place,negative,yelp
in fact i'm going to round up to 4 stars just because she was so awesome,positive,yelp
to my disbelief each dish qualified as the worst version of these foods i have ever tasted,negative,yelp
bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise,negative,yelp
the potatoes were great and so was the biscuit,positive,yelp
i probably would not go here again,negative,yelp
so flavorful and has just the perfect amount of heat,positive,yelp
the price is reasonable and the service is great,positive,yelp
the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either,negative,yelp
my fella got the huevos rancheros and they didn't look too appealing,negative,yelp
went in for happy hour great list of wines,positive,yelp
some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot,positive,yelp
i probably won't be coming back here,negative,yelp
worst food service i've had in a while,negative,yelp
this place is pretty good nice little vibe in the restaurant,positive,yelp
talk about great customer service of course we will be back,positive,yelp
hot dishes are not hot cold dishes are close to room temp i watched staff prepare food with bare hands no gloves everything is deep fried in oil,negative,yelp
i love their fries and their beans,positive,yelp
always a pleasure dealing with him,positive,yelp
they have a plethora of salads and sandwiches and everything i've tried gets my seal of approval,positive,yelp
this place is awesome if you want something light and healthy during the summer,positive,yelp
for sushi on the strip this is the place to go,positive,yelp
the service was great even the manager came and helped with our table,positive,yelp
the feel of the dining room was more college cooking course than high class dining and the service was slow at best,negative,yelp
i started this review with two stars but i'm editing it to give it only one,negative,yelp
this is the worst sushi i have ever eat besides costco's,negative,yelp
all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting,positive,yelp
my boyfriend and i sat at the bar and had a completely delightful experience,positive,yelp
weird vibe from owners,negative,yelp
there was hardly any meat,negative,yelp
i've had better bagels from the grocery store,negative,yelp
go to place for gyros,positive,yelp
i love the owner chef his one authentic japanese cool dude,positive,yelp
now the burgers aren't as good the pizza which used to be amazing is doughy and flavorless,negative,yelp
i found a six inch long piece of wire in my salsa,negative,yelp
the service was terrible food was mediocre,negative,yelp
we definately enjoyed ourselves,positive,yelp
i ordered albondigas soup which was just warm and tasted like tomato soup with frozen meatballs,negative,yelp
on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate,negative,yelp
i had about two bites and refused to eat anymore,negative,yelp
the service was extremely slow,negative,yelp
after 20 minutes wait i got a table,negative,yelp
seriously killer hot chai latte,positive,yelp
no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts,negative,yelp
my boyfriend tried the mediterranean chicken salad and fell in love,positive,yelp
their rotating beers on tap is also a highlight of this place,positive,yelp
pricing is a bit of a concern at mellow mushroom,negative,yelp
worst thai ever,negative,yelp
if you stay in vegas you must get breakfast here at least once,positive,yelp
i want to first say our server was great and we had perfect service,positive,yelp
the pizza selections are good,positive,yelp
i had strawberry tea which was good,positive,yelp
highly unprofessional and rude to a loyal patron,negative,yelp
overall a great experience,positive,yelp
spend your money elsewhere,negative,yelp
their regular toasted bread was equally satisfying with the occasional pats of butter mmmm,positive,yelp
the buffet at bellagio was far from what i anticipated,negative,yelp
and the drinks are weak people,negative,yelp
my order was not correct,negative,yelp
also i feel like the chips are bought not made in house,negative,yelp
after the disappointing dinner we went elsewhere for dessert,negative,yelp
the chips and sals a here is amazing,positive,yelp
